"","dropoffTaxiZone","pickupTaxiZone","vendorID","pickupTime","dropoffTime","passengerCount","tripDistance","paymentType","fareAmount","extraFees","mtaTax","tipAmount","tollAmount","improvementSurcharge","totalAmount","congestionSurcharge","tipPercentage","pickupTimeChunk","dropoffTimeChunk","percentagePopulationAbove65_Pickup","percentagePopulationInPoverty_Pickup","percentageHispanic_Pickup","percentageWhite_Pickup","percentageAfricanAmerican_Pickup","percentageAsian_Pickup","percentageOther_Pickup","percentagePopulationAbove65_Dropoff","percentagePopulationInPoverty_Dropoff","percentageHispanic_Dropoff","percentageWhite_Dropoff","percentageAfricanAmerican_Dropoff","percentageAsian_Dropoff","percentageOther_Dropoff","tipQuality"
"23440",236,236,2,"01/15/2021 02:47:40 PM","01/15/2021 02:52:44 PM",5,0.57,1,5,0,0.5,2.08,0,0.3,10.38,2.5,0.250602409638554,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"8169",137,233,1,"01/15/2021 03:14:06 PM","01/15/2021 03:21:52 PM",2,1.1,1,7,2.5,0.5,2.55,0,0.3,12.85,2.5,0.247572815533981,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
"10411",141,141,2,"01/15/2021 12:28:37 PM","01/15/2021 12:31:10 PM",1,0.51,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"15614",163,170,1,"01/15/2021 03:58:37 PM","01/15/2021 04:07:04 PM",1,1.4,1,7.5,2.5,0.5,10,0,0.3,20.8,2.5,0.925925925925926,"12:00 PM - 3:59 PM","4:00 PM - 7:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"9339",140,239,1,"01/15/2021 12:19:27 PM","01/15/2021 12:34:36 PM",1,2.3,1,12,2.5,0.5,3.05,0,0.3,18.35,2.5,0.199346405228758,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"443",24,237,2,"01/15/2021 01:07:51 PM","01/15/2021 01:19:07 PM",1,2.33,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.7,17,23.2,44.4,13.8,15.5,3.1,1
"12052",143,48,2,"01/15/2021 03:13:42 PM","01/15/2021 03:21:24 PM",1,1.28,1,7,0,0.5,2.06,0,0.3,12.36,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.3,22,21.1,52.8,5.5,17.5,3.2,21.1,8.4,10.4,69.4,4.2,13,3,1
"2086",50,234,2,"01/15/2021 02:41:28 PM","01/15/2021 02:56:29 PM",1,2.6,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,0
"9257",140,141,2,"01/15/2021 03:24:15 PM","01/15/2021 03:27:29 PM",2,0.55,1,4.5,0,0.5,1.56,0,0.3,9.36,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"22588",236,107,2,"01/15/2021 03:40:42 PM","01/15/2021 03:57:45 PM",1,3.32,1,14.5,0,0.5,1,0,0.3,18.8,2.5,0.0561797752808989,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",12.2,6.7,7.7,70.6,3.9,15.4,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"30877",263,237,2,"01/15/2021 02:48:03 PM","01/15/2021 02:51:51 PM",5,0.77,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"25414",237,142,2,"01/15/2021 02:44:12 PM","01/15/2021 02:51:00 PM",1,1.01,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"25384",237,238,1,"01/15/2021 03:52:59 PM","01/15/2021 04:03:42 PM",1,2,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5,0.199300699300699,"12:00 PM - 3:59 PM","4:00 PM - 7:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"11165",142,236,1,"01/15/2021 01:20:00 PM","01/15/2021 01:29:00 PM",1,1.9,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5,0.199186991869919,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,21.1,8.4,10.4,69.4,4.2,13,3,0
"26611",238,237,2,"01/15/2021 12:34:54 PM","01/15/2021 12:46:03 PM",1,2.44,1,10,0,0.5,2.66,0,0.3,15.96,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"31026",263,140,2,"01/15/2021 03:41:44 PM","01/15/2021 03:51:05 PM",1,1.44,1,8,0,0.5,2.26,0,0.3,13.56,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"22728",236,263,1,"01/15/2021 02:58:19 PM","01/15/2021 03:00:42 PM",1,0.3,1,3.5,2.5,0.5,1.36,0,0.3,8.16,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"14233",161,239,2,"01/15/2021 02:27:21 PM","01/15/2021 02:35:26 PM",2,1.77,1,8,0,0.5,2,0,0.3,13.3,2.5,0.176991150442478,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"322",14,100,2,"01/15/2021 01:49:54 PM","01/15/2021 02:19:53 PM",1,13.07,1,37.5,0,0.5,0,6.12,0.3,46.92,2.5,0,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,16.4,14.1,18.2,60.7,2.8,15.5,2.8,0
"25198",237,237,2,"01/15/2021 12:03:37 PM","01/15/2021 12:08:32 PM",1,0.82,1,5,0,0.5,1.24,0,0.3,9.54,2.5,0.149397590361446,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"7134",113,114,1,"01/15/2021 03:03:16 PM","01/15/2021 03:10:41 PM",2,0.8,1,6.5,2.5,0.5,2.45,0,0.3,12.25,2.5,0.25,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",16.4,8.4,6,80,2.1,8.5,3.4,16.4,8.4,6,80,2.1,8.5,3.4,1
"11527",142,137,1,"01/15/2021 04:05:02 PM","01/15/2021 04:23:35 PM",1,3.2,1,14.5,3.5,0.5,1.5,0,0.3,20.3,2.5,0.0797872340425532,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,21.1,8.4,10.4,69.4,4.2,13,3,0
"23878",236,163,2,"01/15/2021 05:21:21 PM","01/15/2021 05:30:39 PM",1,1.86,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"15763",163,237,1,"01/15/2021 07:19:51 PM","01/15/2021 07:22:42 PM",1,0.6,1,4.5,3.5,0.5,1,0,0.3,9.8,2.5,0.113636363636364,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"9435",140,162,1,"01/15/2021 07:14:57 PM","01/15/2021 07:23:29 PM",1,2.2,1,9,3.5,0.5,2.65,0,0.3,15.95,2.5,0.199248120300752,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"22433",234,234,2,"01/15/2021 04:47:06 PM","01/15/2021 04:50:12 PM",1,0.53,1,4,1,0.5,2.08,0,0.3,10.38,2.5,0.250602409638554,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"6512",107,100,1,"01/15/2021 06:08:00 PM","01/15/2021 06:16:15 PM",1,1.9,1,8,3.5,0.5,2.21,0,0.3,14.51,2.5,0.179674796747967,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
"8580",140,141,2,"01/15/2021 04:12:50 PM","01/15/2021 04:18:44 PM",1,1.07,1,6,1,0.5,1.5,0,0.3,11.8,2.5,0.145631067961165,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"14067",161,237,2,"01/15/2021 04:51:44 PM","01/15/2021 05:03:01 PM",1,1.57,1,9,1,0.5,2.66,0,0.3,15.96,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"7347",114,137,1,"01/15/2021 04:39:48 PM","01/15/2021 04:52:11 PM",1,1.7,1,9.5,3.5,0.5,1.2,0,0.3,15,2.5,0.0869565217391304,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,16.4,8.4,6,80,2.1,8.5,3.4,0
"338",17,186,2,"01/15/2021 06:25:29 PM","01/15/2021 07:21:45 PM",1,15.36,1,50,1,0.5,11.48,6.12,0.3,71.9,2.5,0.190003310162198,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,8.4,27.3,20.6,37.8,36.6,3.2,1.9,0
"10649",141,161,1,"01/15/2021 06:47:59 PM","01/15/2021 06:53:42 PM",1,1.1,1,6.5,3.5,0.5,3.2,0,0.3,14,2.5,0.296296296296296,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"1813",48,186,2,"01/15/2021 05:20:15 PM","01/15/2021 05:33:46 PM",1,1.83,1,10,1,0.5,1.4,0,0.3,15.7,2.5,0.0979020979020979,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,22,21.1,52.8,5.5,17.5,3.2,0
"7322",113,161,1,"01/15/2021 04:53:32 PM","01/15/2021 05:03:01 PM",1,1.8,1,8.5,3.5,0.5,2.55,0,0.3,15.35,2.5,0.19921875,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,16.4,8.4,6,80,2.1,8.5,3.4,0
"21223",232,100,2,"01/15/2021 07:21:02 PM","01/15/2021 07:35:23 PM",1,4.04,1,14.5,1,0.5,4.7,0,0.3,23.5,2.5,0.25,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,19.7,34,39.4,23.3,11.4,23.6,2.4,1
"30628",263,142,2,"01/15/2021 04:23:52 PM","01/15/2021 04:42:22 PM",1,2.7,1,13.5,1,0.5,3.56,0,0.3,21.36,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"25398",237,237,1,"01/15/2021 07:43:39 PM","01/15/2021 07:49:11 PM",1,0.8,1,5.5,3.5,0.5,2.45,0,0.3,12.25,2.5,0.25,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"25358",237,164,2,"01/15/2021 05:28:53 PM","01/15/2021 05:42:11 PM",1,2.6,1,11,1,0.5,3.83,0,0.3,19.13,2.5,0.250326797385621,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"9682",141,237,2,"01/15/2021 05:35:17 PM","01/15/2021 05:43:30 PM",1,0.96,1,7,1,0.5,2.26,0,0.3,13.56,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"26844",238,142,2,"01/15/2021 07:21:08 PM","01/15/2021 07:27:18 PM",1,1.11,1,6.5,1,0.5,3.24,0,0.3,14.04,2.5,0.3,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"30781",263,141,2,"01/15/2021 05:35:24 PM","01/15/2021 05:39:49 PM",2,0.94,1,5,1,0.5,1.4,0,0.3,10.7,2.5,0.150537634408602,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"21389",233,140,2,"01/15/2021 04:22:06 PM","01/15/2021 04:30:51 PM",5,2.62,1,9.5,1,0.5,4.2,0,0.3,18,2.5,0.304347826086957,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"12655",148,114,2,"01/15/2021 06:59:29 PM","01/15/2021 07:04:16 PM",2,0.74,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",16.4,8.4,6,80,2.1,8.5,3.4,21.9,38.8,15.2,18.3,5.3,57.7,3.4,0
"221",13,249,2,"01/15/2021 04:42:46 PM","01/15/2021 04:52:52 PM",2,2.05,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",16.4,8.4,6,80,2.1,8.5,3.4,7,17,7.4,66.5,2.4,19.9,3.9,1
"25095",237,113,1,"01/15/2021 06:35:11 PM","01/15/2021 06:52:51 PM",1,3.8,1,14.5,3.5,0.5,3.75,0,0.3,22.55,2.5,0.199468085106383,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",16.4,8.4,6,80,2.1,8.5,3.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"5669",90,246,2,"01/15/2021 05:56:52 PM","01/15/2021 06:01:43 PM",1,0.78,1,5.5,1,0.5,1,0,0.3,10.8,2.5,0.102040816326531,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"11511",142,231,1,"01/15/2021 09:56:57 PM","01/15/2021 10:16:36 PM",2,4.6,1,17,3,0.5,4.15,0,0.3,24.95,2.5,0.199519230769231,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.3,14.4,6.3,66.2,2.2,21.5,3.8,21.1,8.4,10.4,69.4,4.2,13,3,0
"29695",255,263,1,"01/15/2021 10:10:52 PM","01/15/2021 10:32:50 PM",1,6,1,20,3,0.5,4.75,0,0.3,28.55,2.5,0.199579831932773,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",17.3,8.7,10.7,75,2.5,9.4,2.4,7.4,32.5,32.5,54.3,3,7,3.2,0
"17863",170,162,1,"01/15/2021 09:54:48 PM","01/15/2021 09:57:45 PM",1,0.6,1,4.5,3,0.5,3,0,0.3,11.3,2.5,0.36144578313253,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
"26230",238,170,2,"01/15/2021 10:26:53 PM","01/15/2021 10:43:43 PM",1,3.86,1,15,0.5,0.5,4.7,0,0.3,23.5,2.5,0.25,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"18524",186,137,1,"01/15/2021 08:40:49 PM","01/15/2021 08:48:57 PM",1,1,1,7,3,0.5,2,0,0.3,12.8,2.5,0.185185185185185,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"4988",87,79,1,"01/15/2021 11:13:50 PM","01/15/2021 11:23:33 PM",1,1.8,1,9,3,0.5,2.55,0,0.3,15.35,2.5,0.19921875,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,7,17,7.4,66.5,2.4,19.9,3.9,0
"28853",246,48,1,"01/15/2021 10:07:43 PM","01/15/2021 10:11:26 PM",1,0.6,1,4.5,3,0.5,1.65,0,0.3,9.95,2.5,0.198795180722892,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.3,22,21.1,52.8,5.5,17.5,3.2,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"6106",100,246,2,"01/15/2021 08:06:39 PM","01/15/2021 08:10:04 PM",1,0.7,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5,0.120481927710843,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"27201",239,237,2,"01/15/2021 09:55:49 PM","01/15/2021 10:06:29 PM",1,2.09,1,9.5,0.5,0.5,2.7,0,0.3,16,2.5,0.203007518796992,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"29789",261,90,2,"01/15/2021 09:05:07 PM","01/15/2021 09:15:53 PM",1,3.31,1,11.5,0.5,0.5,4.59,0,0.3,19.89,2.5,0.3,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,7,17,7.4,66.5,2.4,19.9,3.9,1
"19725",229,87,2,"01/15/2021 08:09:21 PM","01/15/2021 08:23:31 PM",5,5.39,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",7,17,7.4,66.5,2.4,19.9,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"710",41,263,2,"01/15/2021 09:38:32 PM","01/15/2021 09:43:59 PM",6,1.24,1,6.5,0.5,0.5,1.54,0,0.3,11.84,2.5,0.149514563106796,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",17.3,8.7,10.7,75,2.5,9.4,2.4,10.1,36.2,20.5,21,49.6,5.7,3.2,0
"12355",144,148,1,"01/15/2021 08:00:25 PM","01/15/2021 08:06:54 PM",1,0.8,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0.198979591836735,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",21.9,38.8,15.2,18.3,5.3,57.7,3.4,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
"14726",162,229,1,"01/15/2021 10:56:36 PM","01/15/2021 10:59:40 PM",1,0.8,1,5,3,0.5,1.75,0,0.3,10.55,2.5,0.198863636363636,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"11063",142,90,1,"01/15/2021 09:37:15 PM","01/15/2021 09:47:06 PM",1,2.5,1,10,3,0.5,2.07,0,0.3,15.87,2.5,0.15,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,21.1,8.4,10.4,69.4,4.2,13,3,0
"17959",170,141,2,"01/15/2021 10:25:41 PM","01/15/2021 10:35:03 PM",1,2.56,1,10,0.5,0.5,3.45,0,0.3,17.25,2.5,0.25,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
"336",17,137,1,"01/15/2021 11:03:45 PM","01/15/2021 11:24:10 PM",1,6.1,1,20.5,3,0.5,4,0,0.3,28.3,2.5,0.164609053497942,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,8.4,27.3,20.6,37.8,36.6,3.2,1.9,0
"30690",263,249,1,"01/15/2021 10:13:53 PM","01/15/2021 10:30:34 PM",1,4.7,1,16,3,0.5,1.98,0,0.3,21.78,2.5,0.1,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",16.4,8.4,6,80,2.1,8.5,3.4,17.3,8.7,10.7,75,2.5,9.4,2.4,0
"21968",234,125,2,"01/15/2021 08:31:33 PM","01/15/2021 08:36:05 PM",4,1.21,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.3,14.4,6.3,66.2,2.2,21.5,3.8,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"12261",143,230,2,"01/15/2021 10:34:44 PM","01/15/2021 10:42:04 PM",1,1.86,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
"1819",48,234,2,"01/15/2021 08:41:19 PM","01/15/2021 08:50:29 PM",1,2.03,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,1
"11848",143,90,1,"01/15/2021 09:59:23 PM","01/15/2021 10:08:36 PM",1,2.5,1,10,3,0.5,2.76,0,0.3,16.56,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,21.1,8.4,10.4,69.4,4.2,13,3,1
"12545",145,137,2,"01/15/2021 08:42:20 PM","01/15/2021 08:49:54 PM",1,2.12,1,8,0.5,0.5,2,6.12,0.3,19.92,2.5,0.111607142857143,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,9.9,10,31.9,38.5,2.2,24.5,3,0
"1658",48,90,2,"01/15/2021 08:26:03 PM","01/15/2021 08:32:23 PM",1,1.34,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,0.25,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,1
"12222",143,48,1,"01/15/2021 09:38:59 PM","01/15/2021 09:46:33 PM",3,1.6,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5,0.199115044247788,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.3,22,21.1,52.8,5.5,17.5,3.2,21.1,8.4,10.4,69.4,4.2,13,3,0
"20722",249,68,1,"02/21/2021 12:12:57 AM","02/21/2021 12:25:17 AM",1,2.5,1,11,3,0.5,4.4,0,0.3,19.2,2.5,0.297297297297297,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,1
"492",25,233,2,"02/21/2021 12:14:20 AM","02/21/2021 12:25:05 AM",1,5.96,1,17.5,0.5,0.5,4.26,0,0.3,25.56,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,8.8,23.3,19.1,44.5,20.3,11.8,4.4,1
"5171",107,79,2,"02/21/2021 12:24:55 AM","02/21/2021 12:26:55 AM",6,0.46,1,3.5,0.5,0.5,1.1,0,0.3,8.4,2.5,0.150684931506849,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
"3350",75,143,2,"02/21/2021 12:14:04 AM","02/21/2021 12:22:30 AM",1,2.73,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0.2,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",21.1,8.4,10.4,69.4,4.2,13,3,14.1,28.4,44,19.7,23.4,11.1,1.8,1
"2692",68,90,1,"02/21/2021 12:36:13 AM","02/21/2021 12:38:20 AM",1,0.5,1,4,3,0.5,1.55,0,0.3,9.35,2.5,0.198717948717949,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"4405",90,79,2,"02/21/2021 01:54:49 AM","02/21/2021 02:00:17 AM",1,1.61,1,7,0.5,0.5,2.7,0,0.3,13.5,2.5,0.25,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",10.7,17.4,12.4,64.9,6.7,13.7,2.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"5617",113,137,1,"02/21/2021 02:37:28 AM","02/21/2021 02:43:32 AM",1,1.4,1,6.5,3,0.5,2.55,0,0.3,12.85,2.5,0.247572815533981,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,16.4,8.4,6,80,2.1,8.5,3.4,1
"4250",89,148,2,"02/21/2021 01:39:28 AM","02/21/2021 01:57:14 AM",5,5.99,1,19,0.5,0.5,5.7,0,0.3,28.5,2.5,0.25,"12:00 AM - 3:59 AM","12:00 AM - 3:59 AM",21.9,38.8,15.2,18.3,5.3,57.7,3.4,11.6,23.1,18.7,24,44,10.1,3.2,1
